City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Pandan,PH,14.0453,124.1694,78.89,88,92,5.55,overcast clouds
469,Balikpapan,ID,-1.2675,116.8289,75.29,91,93,2.73,overcast clouds
470,Grindavik,IS,63.8424,-22.4338,46.87,93,75,5.75,broken clouds
471,Alanya,TR,36.5438,31.9998,62.73,48,5,4.61,clear sky
472,Hofn,IS,64.2539,-15.2082,42.89,86,100,16.24,moderate rain
473,Hualmay,PE,-11.0964,-77.6139,67.93,71,15,10.76,few clouds
474,Flinders,AU,-34.5833,150.8552,56.8,85,3,1.01,clear sky
475,Wajima,JP,37.4,136.9,59.18,72,78,10.69,broken clouds
476,Mandera,KE,3.9366,41.867,87.06,44,6,8.5,clear sky
477,Richards Bay,ZA,-28.783,32.0377,64.49,66,80,6.15,broken clouds
478,Orda,RU,57.1951,56.9091,38.53,88,99,14.16,overcast clouds
479,Sulangan,PH,11.1373,123.7228,82.38,77,100,5.37,overcast clouds
480,Pyinmana,MM,19.7333,96.2167,71.98,94,100,2.62,overcast clouds
481,Shizunai,JP,42.3339,142.3669,50.83,78,0,3.13,clear sky
482,Xining,CN,36.6167,101.7667,41.32,73,91,2.08,overcast clouds
483,Dukat,RU,62.55,155.55,3.76,90,100,6.08,overcast clouds
484,Tecpan,GT,14.7623,-90.9947,75.96,83,97,3.36,overcast clouds
485,Kaniama,CD,-7.5667,24.1833,67.96,92,88,5.61,light rain
486,San Policarpo,PH,12.1791,125.5072,80.44,81,100,5.37,overcast clouds
487,Dir,PK,35.2058,71.8756,48.29,72,45,4.41,scattered clouds
488,Bahir Dar,ET,11.5936,37.3908,60.57,78,27,4.07,scattered clouds
489,Sydney,AU,-33.8679,151.2073,58.3,88,20,1.01,few clouds
490,Lexington,US,37.9887,-84.4777,77.29,62,40,1.99,scattered clouds
491,Buala,SB,-8.145,159.5921,80.78,80,29,0.98,scattered clouds
492,Hot Springs,US,34.5037,-93.0552,84.61,51,75,3.0,broken clouds
493,Ondjiva,AO,-17.0667,15.7333,78.87,19,1,8.25,clear sky
494,Portel,BR,-1.9356,-50.8211,84.56,67,87,3.42,overcast clouds
495,Macedo De Cavaleiros,PT,41.5382,-6.9611,52.32,51,6,3.2,clear sky
496,Bryukhovetskaya,RU,45.806,38.9996,46.42,68,100,1.45,light rain
497,Port Hardy,CA,50.6996,-127.4199,55.58,67,75,33.38,light intensity shower rain
498,Sambava,MG,-14.2667,50.1667,76.15,88,100,4.85,light rain
499,Naberera,TZ,-4.2,36.9333,69.17,59,0,12.37,clear sky
500,Lamar,US,33.6668,-95.5836,83.86,65,90,23.02,overcast clouds
501,Mayahi,NE,13.9553,7.6712,90.3,11,20,9.17,few clouds
502,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,46.94,46,43,6.26,scattered clouds
503,Jalu,LY,29.0331,21.5482,76.78,28,33,10.29,scattered clouds
504,Port Macquarie,AU,-31.4333,152.9167,58.89,94,75,1.14,broken clouds
505,Mackay,AU,-21.15,149.2,75.04,83,80,6.91,broken clouds
506,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,77,20,11.56,few clouds
507,Nikolskoye,RU,59.7035,30.7861,33.87,83,90,3.83,overcast clouds
508,Garissa,KE,-0.4536,39.6401,80.29,61,21,17.31,few clouds
509,Bayangol,RU,50.6977,103.4656,27.75,74,11,3.24,few clouds
510,Henties Bay,NA,-22.116,14.2845,59.86,90,0,2.19,clear sky
511,Bereda,ES,43.2686,-7.5406,55.15,100,5,1.7,clear sky
512,Samborondon,EC,-1.95,-79.7333,86.72,40,100,0.96,overcast clouds
513,Bani,DO,18.2833,-70.3333,87.75,61,7,11.72,clear sky
514,Vallenar,CL,-28.5708,-70.7581,84.31,20,0,9.48,clear sky
515,Novopokrovka,UA,49.8425,36.5477,43.18,64,100,12.12,overcast clouds
516,Katsina,NG,12.9894,7.6006,82.29,51,10,0.0,haze
517,Vao,NC,-22.6667,167.4833,70.2,70,34,12.53,scattered clouds
518,Boa Vista,BR,2.8197,-60.6733,91.38,49,40,10.36,scattered clouds
519,Martapura,ID,-3.4167,114.85,77.09,100,93,1.14,overcast clouds
520,Puerto Quijarro,BO,-17.7833,-57.7667,69.89,89,100,5.53,overcast clouds
521,Virginia Beach,US,36.8529,-75.978,78.04,58,20,9.22,few clouds
522,Lermontovka,RU,47.1453,134.3383,36.25,78,5,5.35,clear sky
523,Mount Gambier,AU,-37.8333,140.7667,46.31,87,90,0.0,overcast clouds
524,Manzanillo,CU,20.3433,-77.1167,86.52,64,85,3.29,overcast clouds
525,Sabzevar,IR,36.2126,57.6819,58.26,18,74,4.36,broken clouds
526,Igarka,RU,67.4667,86.5833,27.09,95,100,13.47,light snow
527,West Wendover,US,40.7391,-114.0733,45.61,81,75,8.05,broken clouds
528,Ville-Marie,CA,47.3335,-79.433,44.6,97,100,2.59,overcast clouds
529,Songea,TZ,-10.6833,35.65,72.41,39,0,5.14,clear sky
530,Makinsk,KZ,52.6292,70.4169,37.83,41,100,16.89,overcast clouds
531,Kisangani,CD,0.5167,25.2,70.95,99,100,2.01,overcast clouds
532,Verkhnevilyuysk,RU,63.4453,120.3167,31.68,98,100,4.92,light snow
533,Port Hedland,AU,-20.3167,118.5667,71.65,60,60,6.91,broken clouds
534,Aden,YE,12.7794,45.0367,83.79,64,0,8.66,clear sky
535,Teguldet,RU,57.3064,88.1667,39.34,89,75,8.43,broken clouds
536,Maiduguri,NG,11.8464,13.1603,85.95,22,58,7.81,broken clouds
537,Kamenka,RU,51.3223,42.7678,38.84,91,98,12.93,light rain
538,Marseille,FR,43.3333,5.5,61.86,36,0,3.94,clear sky
539,Tigil,RU,57.8,158.6667,13.35,100,72,3.31,broken clouds
540,Brewster,US,41.3973,-73.6171,58.75,66,90,1.99,overcast clouds
541,Kangaatsiaq,GL,68.3065,-53.4641,22.98,80,33,5.93,scattered clouds
542,Wajir,KE,1.7471,40.0573,85.08,54,69,19.98,broken clouds
543,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,88,100,11.52,light rain
544,Hay River,CA,60.8156,-115.7999,42.78,81,75,11.5,broken clouds
545,Lyubymivka,UA,46.8106,33.5686,44.42,62,7,12.28,clear sky
546,Fuerte Olimpo,PY,-21.0415,-57.8738,82.9,39,36,7.05,scattered clouds
547,Ola,RU,59.5833,151.2833,25.3,75,100,3.18,overcast clouds
548,Gojra,PK,31.1487,72.6866,68.29,69,4,6.35,clear sky
549,Shyroke,UA,47.6917,33.2571,45.64,71,8,11.21,clear sky
550,Rocha,UY,-34.4833,-54.3333,69.28,49,0,13.04,clear sky
551,Sibolga,ID,1.7427,98.7792,75.2,90,100,3.51,overcast clouds
552,Rio Gallegos,AR,-51.6226,-69.2181,51.85,40,40,37.98,scattered clouds
553,Payo,ID,-3.7508,103.6372,72.36,97,95,2.35,overcast clouds
554,Severobaykalsk,RU,55.65,109.3167,35.62,91,99,5.61,light rain
555,Bathsheba,BB,13.2167,-59.5167,84.81,79,40,18.41,scattered clouds
556,Champerico,GT,14.3,-91.9167,90.14,73,100,8.81,overcast clouds
557,Najran,SA,17.4924,44.1277,68.65,23,6,2.19,clear sky
558,Luanda,AO,-8.8368,13.2343,77.0,78,0,10.36,clear sky
559,Leshukonskoye,RU,64.8989,45.7622,24.06,89,13,8.1,few clouds
560,Codrington,AU,-38.2667,141.9667,50.34,61,100,9.6,overcast clouds
561,Hakui,JP,36.8833,136.7833,52.68,80,91,6.13,overcast clouds
562,Ascension,US,30.2169,-90.9001,82.99,94,90,5.75,overcast clouds
563,Chhapra,IN,25.7667,84.75,69.78,72,4,6.13,clear sky
564,Mana,GF,5.6592,-53.7767,81.18,81,100,10.36,moderate rain
565,Nikel,RU,69.4128,30.222,21.38,95,29,3.67,scattered clouds
566,Orlik,RU,52.5178,99.825,29.01,81,100,5.5,overcast clouds
567,Duldurga,RU,50.6761,113.5931,32.05,79,7,4.68,clear sky
568,Hvolsvollur,IS,63.7533,-20.2243,44.82,93,100,6.2,light rain
569,Kamphaeng Phet,TH,16.25,99.5,71.19,90,84,2.21,light rain
570,Birjand,IR,32.8663,59.2211,45.07,13,0,6.91,clear sky
571,Shache,CN,38.4167,77.2406,46.49,35,81,2.26,broken clouds
572,Alghero,IT,40.5589,8.3181,62.69,77,0,2.3,clear sky
573,Hue,VN,16.4667,107.6,69.91,94,75,10.36,broken clouds
574,Trinidad,BO,-14.8333,-64.9,67.98,83,75,17.27,moderate rain
575,Whitianga,NZ,-36.8333,175.7,61.02,98,100,7.67,overcast clouds
576,Matara,LK,5.9485,80.5353,77.23,89,100,7.96,overcast clouds
577,Shenzhen,CN,22.5455,114.0683,69.22,80,0,8.79,light rain
578,Sungaipenuh,ID,-2.0833,101.3833,65.55,97,100,0.85,overcast clouds
579,Parkes,AU,-33.1333,148.1833,45.36,72,0,3.83,clear sky
580,Kenora,CA,49.8167,-94.4337,42.19,65,75,5.75,broken clouds
581,Alpena,US,45.0617,-83.4327,52.18,54,90,9.22,overcast clouds
582,Roald,NO,62.5833,6.1333,53.65,76,75,14.97,broken clouds
583,Ambovombe,MG,-25.1667,46.0833,72.03,91,14,8.75,few clouds
584,Batemans Bay,AU,-35.7167,150.1833,52.11,75,97,2.95,overcast clouds
585,Leh,IN,34.1667,77.5833,30.74,87,100,5.28,overcast clouds
586,Steamboat Springs,US,40.485,-106.8317,56.07,73,1,3.44,mist
587,Namatanai,PG,-3.6667,152.4333,79.3,80,84,5.73,broken clouds
588,Kiunga,PG,-6.1219,141.2906,70.97,98,100,0.85,overcast clouds
589,Sangar,RU,63.9242,127.4739,20.21,96,100,6.53,light snow
590,Vostok,RU,46.4856,135.8833,30.96,76,0,5.1,clear sky
591,Maltahohe,NA,-24.8333,16.9833,64.17,36,6,9.42,clear sky
592,Nanchong,CN,30.7951,106.0847,62.89,77,100,3.49,light rain
593,Sawtell,AU,-30.3833,153.1,64.18,92,75,0.0,broken clouds
594,Zhizdra,RU,53.746,34.7395,35.74,85,14,7.67,few clouds
595,Karoi,ZW,-16.8099,29.6925,75.7,47,47,12.12,scattered clouds
596,Shitanjing,CN,39.2342,106.3439,45.03,41,89,3.27,overcast clouds
597,Kamina,CD,-8.7386,24.9906,66.22,95,100,4.03,overcast clouds
598,Tornio,FI,65.8481,24.1466,32.02,98,100,16.13,overcast clouds
599,Abu Road,IN,24.4833,72.7833,73.04,63,26,2.08,scattered clouds
600,Muisne,EC,0.6,-80.0333,77.9,81,99,11.27,overcast clouds
601,Alta Floresta,BR,-9.8756,-56.0861,91.22,58,40,5.75,scattered clouds
602,Algiers,DZ,36.7525,3.042,60.62,77,20,3.44,few clouds
603,Nago,JP,26.5881,127.9761,73.47,85,9,4.12,clear sky
604,Piranshahr,IR,36.701,45.1413,49.3,39,0,4.68,clear sky
605,Nchelenge,ZM,-9.3451,28.734,75.58,68,95,3.87,overcast clouds
606,Batagay,RU,67.6333,134.6333,7.38,96,100,2.48,overcast clouds
607,Gornopravdinsk,RU,60.05,69.9,37.38,97,100,3.65,light rain
608,Alugan,PH,12.2188,125.4808,78.33,85,100,5.66,overcast clouds
609,Grand-Lahou,CI,5.1367,-5.0242,77.63,87,82,5.82,light rain
610,Vila Do Maio,CV,15.1333,-23.2167,79.59,72,40,15.23,scattered clouds
611,Belyy Yar,RU,53.6039,91.3903,46.29,71,0,11.18,clear sky
612,Tuy Hoa,VN,13.0833,109.3,77.29,91,100,13.76,overcast clouds
613,Selje,NO,62.0459,5.351,53.19,93,100,12.88,overcast clouds
614,Turukhansk,RU,65.8167,87.9833,25.79,96,100,14.76,light snow
615,Zhob,PK,31.3411,69.4481,56.66,68,0,2.13,clear sky
616,Vicuna,CL,-30.0319,-70.7081,56.93,15,0,10.0,clear sky
617,College Station,US,30.628,-96.3344,87.6,63,20,9.22,few clouds
618,Ngorongoro,TZ,-3.2397,35.4875,58.93,56,8,4.88,clear sky
619,Kysyl-Syr,RU,63.8986,122.7617,30.27,99,100,3.6,light snow
620,Beneditinos,BR,-5.45,-42.3667,92.53,57,32,4.63,scattered clouds
621,Mushie,CD,-3.0167,16.9,74.34,91,100,2.21,overcast clouds
622,Hinatuan,PH,8.3722,126.3342,76.28,94,100,4.34,light rain
623,Mecca,SA,21.4267,39.8261,81.07,61,1,1.77,clear sky
624,Uglekamensk,RU,43.2172,133.2303,37.63,73,0,2.62,clear sky
625,Palimbang,PH,6.2106,124.1894,78.39,77,91,3.33,overcast clouds
626,Margate,GB,51.3813,1.3862,57.31,78,87,1.99,overcast clouds
627,Kailua,US,21.4022,-157.7394,78.78,60,49,20.02,scattered clouds
628,Zhangye,CN,38.9342,100.4517,42.3,42,100,3.8,overcast clouds
629,Anchorage,US,61.2181,-149.9003,45.63,84,20,4.0,few clouds
630,Lavrentiya,RU,65.5833,-171.0,21.97,83,100,9.78,overcast clouds
631,Nakhon Thai,TH,17.1006,100.8374,69.6,96,60,2.53,broken clouds
632,Foz,ES,43.5692,-7.2544,58.41,89,20,4.65,few clouds
633,Corner Brook,CA,48.9667,-57.9484,48.36,95,99,7.07,overcast clouds
634,Ha Tinh,VN,18.3333,105.9,65.21,81,100,6.17,overcast clouds
635,Oron,NG,4.8256,8.2343,76.75,90,90,3.78,overcast clouds
636,Taoudenni,ML,22.6783,-3.9836,89.35,16,19,10.45,few clouds
637,Erzin,TR,36.9559,36.2,68.72,75,1,1.81,clear sky
638,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,87,75,9.22,broken clouds
639,Qaqortoq,GL,60.7167,-46.0333,32.5,76,100,6.53,overcast clouds
640,Christchurch,NZ,-43.5333,172.6333,59.92,87,90,4.0,mist
641,Forrest City,US,35.0081,-90.7898,81.95,40,5,21.32,clear sky
642,Muros,ES,42.7762,-9.0603,60.1,89,54,2.91,broken clouds
643,Torres,BR,-29.3353,-49.7269,74.82,54,0,14.56,clear sky
644,Collierville,US,35.042,-89.6645,83.68,58,1,13.8,clear sky
645,Suluq,LY,31.6682,20.2521,77.31,30,99,14.5,overcast clouds
646,Pangnirtung,CA,66.1451,-65.7125,28.4,86,75,4.61,broken clouds
647,Kashi,CN,39.4547,75.9797,47.41,31,0,8.95,clear sky
648,Ures,MX,29.4333,-110.4,86.25,28,0,12.01,clear sky
649,Tateyama,JP,34.9833,139.8667,55.42,59,75,11.32,broken clouds
650,Merrill,US,45.1805,-89.6835,51.57,57,1,9.22,clear sky
651,Dutlwe,BW,-23.9833,23.9,71.35,17,0,10.63,clear sky
652,Bejar,ES,40.3864,-5.7634,52.57,48,0,1.68,clear sky
653,Supe,PE,-10.8,-77.7333,67.12,71,16,9.71,few clouds
654,Praya,CV,14.9215,-23.5087,79.34,73,20,19.57,few clouds
655,Sisimiut,GL,66.9395,-53.6735,18.91,81,61,8.41,broken clouds
656,Garachine,PA,8.0647,-78.3628,82.87,75,73,8.81,broken clouds
657,Tarko-Sale,RU,64.9225,77.785,24.57,86,13,20.87,few clouds
658,Redding,US,40.5865,-122.3917,57.4,94,90,1.01,light rain
659,Cururupu,BR,-1.8283,-44.8683,84.58,66,42,5.99,scattered clouds
660,Angoche,MZ,-16.2325,39.9086,78.58,80,3,14.34,clear sky
661,Juneau,US,58.3019,-134.4197,42.85,96,75,3.44,fog
662,Loiza,PR,18.4313,-65.8802,86.97,73,40,11.5,scattered clouds
663,Nadym,RU,65.5333,72.5167,24.08,82,10,17.2,clear sky
664,Turbat,PK,26.0023,63.044,75.63,34,0,1.19,clear sky
665,Talnakh,RU,69.4865,88.3972,25.3,97,100,7.27,light snow
666,Luwuk,ID,-0.9516,122.7875,77.07,71,100,2.95,overcast clouds
667,Fukue,JP,32.6881,128.8419,62.38,55,100,4.03,light rain
668,Xichang,CN,27.8964,102.2634,58.53,84,100,0.47,overcast clouds
669,Mavrovi Anovi,MK,41.7025,20.7564,41.13,80,85,5.19,overcast clouds
670,Teknaf,BD,20.8624,92.3058,74.1,84,44,3.65,scattered clouds
671,Mbigou,GA,-1.9005,11.906,68.23,98,18,1.95,light rain
672,Sumbe,AO,-11.2061,13.8437,75.97,73,100,10.54,overcast clouds
673,Lubao,PH,14.9167,120.55,78.82,88,94,5.64,overcast clouds
674,Belebey,RU,54.1167,54.1167,37.26,84,100,5.46,overcast clouds
675,Ocean City,US,39.2776,-74.5746,66.29,62,76,7.67,broken clouds
676,Okitipupa,NG,6.5047,4.7839,75.24,89,63,1.54,broken clouds
677,Selma,US,36.5708,-119.6121,69.73,40,100,10.42,overcast clouds
678,Yarada,IN,17.65,83.2667,77.32,100,75,2.3,mist
679,Strathmore,CA,51.0501,-113.3852,51.78,65,5,7.0,clear sky
680,Roebourne,AU,-20.7833,117.1333,75.81,56,3,11.5,clear sky
681,Petatlan,MX,17.5167,-101.2667,76.8,97,100,3.6,overcast clouds
682,Jablah,SY,35.3614,35.9256,64.69,77,0,4.61,clear sky
683,Kilindoni,TZ,-7.9139,39.6668,78.6,77,0,11.79,clear sky
684,Gat,IL,31.61,34.7642,70.81,70,0,4.47,clear sky
685,Porto Walter,BR,-8.2686,-72.7439,93.88,40,100,5.57,overcast clouds
686,Hawick,GB,55.4227,-2.7867,54.57,89,33,12.26,scattered clouds
687,Salinopolis,BR,-0.6136,-47.3561,83.44,72,4,11.39,clear sky
688,Lulea,SE,65.5842,22.1547,39.27,93,75,10.36,broken clouds
689,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,54,75,20.71,dust
690,Kungurtug,RU,50.5994,97.5228,28.65,72,70,1.36,broken clouds
691,Matagami,CA,49.7502,-77.6328,44.71,65,75,0.0,broken clouds
692,Shihezi,CN,44.3,86.0333,41.67,43,0,5.3,clear sky
693,Puerto Carreno,CO,6.189,-67.4859,90.41,53,73,11.14,broken clouds
694,Guiong,PH,6.4186,122.0258,77.67,86,84,2.28,broken clouds
695,Elizabeth City,US,36.2946,-76.2511,78.03,56,1,11.5,clear sky
696,Maniitsoq,GL,65.4167,-52.9,26.83,55,4,7.63,clear sky
697,Paamiut,GL,61.994,-49.6678,31.44,40,0,13.87,clear sky
698,Karpathos,GR,35.507,27.2132,69.76,73,7,26.46,clear sky
699,Sayyan,YE,15.1718,44.3244,56.21,23,12,3.44,few clouds
700,Yar-Sale,RU,66.8333,70.8333,24.24,76,23,17.96,few clouds
701,Ilulissat,GL,69.2167,-51.1,21.22,58,75,17.27,broken clouds
702,Bedong,MY,5.7274,100.5088,78.75,94,100,2.04,overcast clouds
